,Network,State,Facility Name,Star Rating,Profit Or Non-Profit,Chain Owned,Chain Organization,Late Shift,Number Of Dialysis Stations,Offers In-Center Hemodialysis,Offers Peritoneal Dialysis,Offers Home Hemodialysis Training,Percentage Of Medicare Patients With Hgb < 10 g/dL,Percentage Of Medicare Patients With Hgb > 12 g/dL,Percent Of Adult HD Patients With Kt/V >= 1.2,Percentage Of Adult Patients With Hypercalcemia (Serum Calcium Greater Than 10.2 mg/dL),Percentage Of Adult Patients With Serum Phosphorus Less Than 3.5 mg/dL,Percentage Of Adult Patients With Serum Phosphorus Between 3.5 - 4.5 mg/dL,Percentage Of Adult Patients With Serum Phosphorus Between 4.6 - 5.5 mg/dL,Percentage Of Adult Patients With Serum Phosphorus Between 5.6 - 7.0 mg/dL,Percentage Of Adult Patients With Serum Phosphorus Greater Than 7.0 mg/dL,Mortality Rate (Facility),Readmission Rate (Facility),Hospitalization Rate (Facility),Standard Infection Ratio,Transfusion Rate (Facility),Fistula Rate (Facility),Percentage Of Adult Patients With Long Term Catheter In Use,Standardized First Kidney Transplant Waitlist Ratio,Percentage Of Prevalent Patients Waitlisted
4012,6,SC,DAVITA CHARLES TOWNE DIALYSIS,5,1.0,1,DAVITA,0,20,1,0,0,23.0,0.0,96.0,0.0,5.0,20.0,36.0,20.0,18.0,20.0,18.4,211.9,0.31,0.0,56.4,5.0,0.82,16.8
4013,12,KS,RENAL CARE GROUP - LIBERAL,2,1.0,1,FRESENIUS MEDICAL CARE,0,17,1,0,0,24.0,0.0,97.0,4.0,16.0,32.0,29.0,15.0,8.0,17.7,36.6,227.8,0.3,68.5,53.5,18.0,0.24,11.9
4014,13,LA,FMCNA - FRANKLIN,4,1.0,1,FRESENIUS MEDICAL CARE,0,12,1,0,0,14.0,0.0,96.0,0.0,8.0,25.0,23.0,23.0,21.0,31.4,23.1,196.8,2.86,25.8,62.6,9.0,0.74,15.6
4015,12,MO,CARDINAL GLENNON CHILDRENS HOSPITAL DIALYSIS,4,0.0,0,INDEPENDENT,0,4,1,1,0,18.0,0.0,98.0,1.0,7.0,24.0,31.0,22.0,14.0,21.75,27.0,152.7,0.51,16.7,63.3,12.0,0.3,18.3
4016,6,GA,"US RENAL CARE,INC",5,1.0,1,"US RENAL CARE, INC.",0,15,1,1,1,16.0,0.0,99.0,0.0,9.0,21.0,30.0,33.0,7.0,19.7,18.2,146.7,0.78,14.8,68.6,8.0,0.82,9.9
4017,6,NC,WILKES DIALYSIS CENTER,1,0.0,0,INDEPENDENT,0,24,1,1,0,18.0,0.0,68.0,28.0,7.0,24.0,29.0,26.0,14.0,28.4,27.0,97.6,0.51,16.7,1.7,88.0,1.59,10.9
4018,12,IA,FMC - BETTENDORF,4,1.0,1,FRESENIUS MEDICAL CARE,0,9,1,0,0,18.0,0.0,97.0,2.0,6.0,17.0,26.0,26.0,25.0,20.6,31.3,187.2,0.75,16.7,63.2,5.0,0.82,7.6
4019,15,NM,CARLSBAD DIALYSIS (DCI),4,0.0,1,"DIALYSIS CLINIC, INC.",0,22,1,1,0,15.0,0.0,98.0,1.0,7.0,16.0,23.0,30.0,24.0,29.2,42.0,197.3,3.06,12.8,67.5,5.0,0.82,10.6
4020,2,NY,DAVITA SOUTH BRONX DIALYSIS CENTER,3,1.0,1,DAVITA,0,21,1,0,0,45.0,0.0,93.0,4.0,9.0,21.0,29.0,21.0,19.0,19.1,33.5,291.7,0.4,46.1,69.9,15.0,0.93,28.0
4021,10,IL,DAVITA KENWOOD DIALYSIS,4,1.0,1,DAVITA,0,30,1,0,0,14.0,0.0,98.0,0.0,7.0,28.0,33.0,20.0,12.0,15.4,24.4,145.4,0.99,8.1,54.5,14.0,0.96,25.0
4022,6,GA,"FRESENIUS MEDICAL CARE WARNER ROBINS, LLC",4,1.0,1,FRESENIUS MEDICAL CARE,0,1,0,1,1,18.0,0.0,98.0,4.0,5.0,33.0,29.0,23.0,11.0,24.8,27.0,190.5,0.51,16.7,63.3,12.0,0.82,43.1
4023,6,GA,"BIO-MEDICAL APPLICATIONS OF GEORGIA, INC.",4,1.0,1,FRESENIUS MEDICAL CARE,0,17,1,0,0,27.0,0.0,99.0,0.0,7.0,28.0,31.0,25.0,9.0,27.2,32.7,240.0,1.1,35.1,63.9,5.0,1.53,9.6
4024,3,NJ,FKC LIBERTY LINWOOD DIALYSIS,3,1.0,1,FRESENIUS MEDICAL CARE,0,18,1,1,1,20.0,0.0,99.0,0.0,14.0,28.0,26.0,20.0,12.0,18.5,28.7,208.1,0.92,12.2,44.2,12.0,0.82,27.8
4025,10,IL,FMC - NORRIDGE,5,1.0,1,FRESENIUS MEDICAL CARE,0,16,1,0,0,21.0,0.0,99.0,2.0,9.0,32.0,33.0,20.0,5.0,15.5,15.5,218.0,0.17,10.7,66.5,15.0,1.25,20.4
4026,11,MN,DAVITA CASS LAKE DIALYSIS,5,1.0,1,DAVITA,0,8,1,1,0,26.0,0.0,100.0,3.0,4.0,20.0,29.0,26.0,20.0,14.3,21.9,118.1,0.0,12.5,70.9,14.0,0.82,17.3
4027,5,MD,DAVITA CAMBRIDGE DIALYSIS CENTER,4,1.0,1,DAVITA,0,22,1,1,1,24.0,0.0,98.0,2.0,9.0,27.0,35.0,18.0,11.0,18.4,16.4,106.9,0.18,33.8,42.1,6.0,0.82,22.0
4028,8,MS,FMC DIBERVILLE,5,1.0,1,FRESENIUS MEDICAL CARE,0,12,1,0,0,19.0,0.0,96.0,1.0,8.0,22.0,26.0,25.0,19.0,19.6,25.6,139.7,0.0,3.6,64.2,5.0,0.82,19.7
4029,12,MO,"DIALYSIS CLINICS, INC - BAPTIST",5,0.0,1,"DIALYSIS CLINIC, INC.",1,24,1,0,0,6.0,0.0,98.0,1.0,11.0,21.0,28.0,24.0,16.0,14.8,28.1,175.4,0.51,0.0,63.3,2.0,0.85,14.8
4030,3,NJ,FKC PERTH AMBOY LLC,4,1.0,1,FRESENIUS MEDICAL CARE,0,16,0,0,0,18.0,0.0,98.0,1.0,7.0,24.0,31.0,22.0,14.0,21.75,27.0,185.0,0.51,16.7,63.3,12.0,0.82,16.1
4031,8,AL,"DIALYSIS CLINIC, INC.",5,0.0,1,"DIALYSIS CLINIC, INC.",0,10,1,0,0,0.0,0.0,100.0,0.0,4.0,20.0,38.0,15.0,23.0,8.8,18.8,107.2,0.57,14.5,59.2,12.0,0.82,14.5
4032,11,MI,DAVITA ALGER HEIGHTS DIALYSIS,4,1.0,1,DAVITA,0,20,1,1,0,10.0,3.0,97.0,3.0,7.0,24.0,36.0,19.0,14.0,12.9,32.6,204.9,0.84,0.0,60.8,13.0,0.82,17.7
4033,11,MI,FMC DIALYSIS - CLINTON,3,1.0,1,FRESENIUS MEDICAL CARE,0,32,1,1,1,21.0,0.0,97.0,1.0,7.0,26.0,28.0,28.0,10.0,22.3,24.7,191.5,0.42,20.9,54.6,12.0,0.88,8.4
4034,15,CO,KIDNEY CENTER ON MAIN (ARA),4,1.0,1,AMERICAN RENAL ASSOCIATES,0,14,1,0,0,18.0,0.0,100.0,1.0,3.0,22.0,44.0,23.0,9.0,29.2,21.7,127.7,1.27,16.7,68.3,23.0,0.82,19.4
4035,8,AL,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC.",4,1.0,1,FRESENIUS MEDICAL CARE,0,10,1,0,0,18.0,0.0,98.0,1.0,7.0,24.0,31.0,22.0,14.0,21.75,27.0,185.0,0.51,16.7,63.3,12.0,0.82,16.1
4036,13,AR,DAVITA RIVER VALLEY DIALYSIS,4,1.0,1,DAVITA,0,20,1,1,0,33.0,0.0,99.0,1.0,5.0,17.0,37.0,16.0,25.0,26.4,26.1,160.4,0.73,32.8,59.6,8.0,0.14,3.5
4037,7,FL,UNIVERSAL KIDNEY CENTER OF PEMBROKE PINES MIRAMAR,4,1.0,0,INDEPENDENT,0,21,1,1,1,50.0,0.0,98.0,3.0,14.0,26.0,30.0,29.0,1.0,20.9,27.0,146.3,0.0,16.7,76.5,11.0,0.82,19.1
4038,5,MD,DAVITA DISTRICT HEIGHTS DIALYSIS,3,1.0,1,DAVITA,1,18,1,1,0,11.0,0.0,93.0,4.0,9.0,20.0,29.0,19.0,23.0,23.2,35.6,182.6,0.44,11.5,59.5,15.0,0.79,15.1
4039,7,FL,DAVITA MIAMI GARDENS DIALYSIS,5,1.0,1,DAVITA,0,16,1,0,0,12.0,0.0,99.0,1.0,4.0,19.0,42.0,20.0,15.0,17.9,23.0,175.9,0.36,2.8,77.1,11.0,0.79,21.6
4040,18,CA,DAVITA PALM SPRINGS DIALYSIS,4,1.0,1,DAVITA,0,20,1,1,1,13.0,0.0,97.0,1.0,8.0,22.0,35.0,18.0,18.0,24.8,20.3,220.2,0.75,34.5,59.0,9.0,1.49,21.3
4041,4,PA,FRESENIUS KIDNEY CARE - MON VALLEY,3,1.0,1,FRESENIUS MEDICAL CARE,1,13,1,1,1,15.0,0.0,99.0,0.0,7.0,23.0,28.0,29.0,12.0,22.0,15.3,193.9,0.0,22.3,54.2,22.0,0.77,16.8
4042,3,NJ,FRESENIUS MEDICAL CARE TOMS RIVER,4,1.0,1,FRESENIUS MEDICAL CARE,0,19,1,1,1,14.0,0.0,98.0,1.0,8.0,22.0,32.0,25.0,13.0,24.6,30.5,167.9,0.13,24.6,58.1,9.0,2.17,18.3
4043,2,NY,QUEENS-LONG ISLAND RENAL INSTITUTE,4,0.0,0,INDEPENDENT,1,15,1,0,0,39.0,0.0,97.0,1.0,13.0,30.0,28.0,22.0,7.0,27.4,25.5,210.8,0.0,29.8,76.2,7.0,0.0,17.7
4044,8,AL,DCI DOTHAN,4,0.0,1,"DIALYSIS CLINIC, INC.",0,33,1,1,0,8.0,0.0,98.0,0.0,6.0,25.0,38.0,19.0,12.0,21.4,29.5,182.4,0.32,26.1,52.9,4.0,1.02,15.5
4045,2,NY,DAVITA EASTCHESTER ROAD DIALYSIS CENTER,3,1.0,1,DAVITA,0,12,1,1,1,16.0,0.0,97.0,2.0,5.0,21.0,33.0,20.0,21.0,23.2,31.7,218.2,0.73,13.3,60.5,18.0,0.92,34.2
4046,7,FL,FMC DIALYSIS SERVICES - LIVE OAK,3,1.0,1,FRESENIUS MEDICAL CARE,0,21,1,1,0,22.0,0.0,96.0,2.0,8.0,26.0,31.0,23.0,12.0,21.5,26.1,180.8,0.53,2.6,62.6,19.0,0.88,7.8
4047,18,CA,DAVITA MOUNTAIN VISTA DIALYSIS CENTER,4,1.0,1,DAVITA,0,28,1,1,0,20.0,0.0,100.0,1.0,9.0,23.0,33.0,21.0,14.0,26.1,24.8,271.3,0.48,23.9,60.0,10.0,0.72,20.2
4048,13,AR,DAVITA MALVERN DIALYSIS,5,1.0,1,DAVITA,0,26,1,1,0,16.0,4.0,99.0,2.0,5.0,21.0,41.0,16.0,17.0,22.4,18.8,148.8,1.69,8.4,58.8,8.0,0.82,2.6
4049,15,NV,DAVITA LAS VEGAS PEDIATRICS DIALYSIS CENTER,4,1.0,1,DAVITA,0,4,1,1,0,18.0,0.0,98.0,1.0,7.0,24.0,31.0,22.0,14.0,21.75,13.3,413.4,0.51,16.7,63.3,12.0,0.89,35.0
4050,18,CA,"TEMPLE CITY DIALYSIS FACILITY, INC.",3,1.0,0,INDEPENDENT,1,18,1,0,0,12.0,0.0,99.0,3.0,11.0,24.0,24.0,24.0,16.0,23.6,36.7,192.1,0.68,28.5,65.8,23.0,0.93,19.1
4051,12,MO,FMC - SAINT LOUIS GRAND,2,1.0,1,FRESENIUS MEDICAL CARE,1,29,1,1,1,28.0,0.0,93.0,0.0,8.0,23.0,24.0,26.0,18.0,17.3,26.6,161.7,0.67,33.7,39.6,25.0,1.26,11.0
4052,9,OH,"FMC - GREATER COLUMBUS REGIONAL DIALYSIS, LLC",3,1.0,1,FRESENIUS MEDICAL CARE,1,30,1,1,1,26.0,0.0,97.0,2.0,7.0,19.0,24.0,27.0,22.0,23.8,33.3,267.9,0.91,10.9,60.7,17.0,0.31,5.0
4053,11,MN,SANFORD DIALYSIS RED LAKE,4,0.0,1,SANFORD HEALTH,0,5,1,0,0,33.0,0.0,98.0,0.0,7.0,20.0,20.0,32.0,21.0,25.5,39.2,214.4,1.21,22.4,80.5,10.0,0.82,0.0
4054,6,NC,DAVITA DIALYSIS CARE OF ROCKINGHAM COUNTY,5,1.0,1,DAVITA,0,25,1,1,0,18.0,0.0,99.0,1.0,5.0,21.0,30.0,22.0,22.0,20.6,18.2,119.8,0.17,23.2,65.3,11.0,0.99,10.1
4055,17,CA,SATELLITE HEALTHCARE INC,4,0.0,1,SATELLITE HEALTHCARE,1,48,1,0,0,5.0,0.0,99.0,1.0,4.0,17.0,26.0,32.0,20.0,25.0,27.3,164.3,0.31,13.6,56.6,11.0,2.5,37.4
4056,10,IL,FMC - DES PLAINES,5,1.0,1,FRESENIUS MEDICAL CARE,0,13,1,0,0,3.0,0.0,100.0,1.0,10.0,22.0,29.0,26.0,14.0,16.4,26.5,145.0,0.19,0.0,60.3,21.0,0.7,21.8
4057,3,NJ,FMC HARRISON DC,5,1.0,1,FRESENIUS MEDICAL CARE,0,20,1,0,0,11.0,0.0,99.0,0.0,12.0,28.0,32.0,18.0,10.0,17.5,19.2,203.0,0.14,45.2,72.2,10.0,0.82,24.8
4058,4,PA,DAVITA DUKE ST DIALYSIS,4,1.0,1,DAVITA,0,12,1,0,0,18.0,0.0,98.0,1.0,7.0,24.0,31.0,22.0,14.0,21.75,27.0,185.0,0.51,16.7,63.3,12.0,0.82,16.1
4059,1,CT,DAVITA WINDHAM DIALYSIS CENTER,5,1.0,1,DAVITA,0,9,1,0,0,14.0,0.0,100.0,1.0,7.0,25.0,32.0,21.0,15.0,21.5,12.7,130.1,0.55,12.4,69.6,12.0,0.82,21.0
4060,10,IL,DAVITA KANKAKEE COUNTY DIALYSIS,3,1.0,1,DAVITA,0,16,1,1,1,29.0,0.0,98.0,3.0,10.0,27.0,31.0,19.0,13.0,18.5,22.3,208.2,0.54,27.5,67.3,19.0,0.3,21.6
4061,16,MT,FMC MISSOULA,4,1.0,1,FRESENIUS MEDICAL CARE,1,25,1,1,1,17.0,0.0,97.0,1.0,8.0,24.0,35.0,19.0,14.0,22.5,24.8,156.0,0.1,1.7,66.0,18.0,0.27,10.4
4062,11,MI,DAVITA MT PLEASANT DIALYSIS,5,1.0,1,DAVITA,0,15,1,0,0,26.0,0.0,96.0,0.0,5.0,26.0,34.0,18.0,17.0,26.4,31.0,193.1,1.03,13.3,74.8,7.0,1.09,9.2
4063,13,LA,DAVITA MAGNOLIA DIALYSIS,4,1.0,1,DAVITA,0,17,1,1,0,29.0,0.0,99.0,1.0,5.0,22.0,43.0,18.0,13.0,27.0,26.1,202.2,2.03,31.0,62.4,2.0,0.82,18.7
4064,9,OH,FRESENIUS KIDNEY CARE CORNERSBURG,4,1.0,1,FRESENIUS MEDICAL CARE,0,16,1,1,1,30.0,0.0,98.0,1.0,6.0,29.0,29.0,24.0,11.0,14.4,31.2,229.5,0.33,0.0,56.2,17.0,0.82,16.0
4065,6,GA,DIALYSIS FACILITIES INC WAYCROSS,2,1.0,1,FRESENIUS MEDICAL CARE,0,19,1,1,0,29.0,0.0,91.0,2.0,4.0,18.0,28.0,27.0,22.0,27.6,27.9,260.6,1.18,20.1,53.5,13.0,0.21,10.0
4066,7,FL,FMC - THE GLADES,4,1.0,1,FRESENIUS MEDICAL CARE,1,21,1,0,0,12.0,0.0,99.0,0.0,7.0,21.0,30.0,28.0,14.0,24.0,39.0,203.3,0.18,41.2,80.3,9.0,1.7,21.3
4067,2,NY,DCI MOUNT HOPE,4,1.0,1,"DIALYSIS CLINIC, INC.",0,17,1,0,0,18.0,0.0,98.0,1.0,7.0,24.0,31.0,22.0,14.0,21.75,27.0,185.0,0.51,16.7,63.3,12.0,0.82,16.1
4068,17,CA,SATELLITE HEALTHCARE INC,4,0.0,1,SATELLITE HEALTHCARE,1,56,1,1,1,5.0,1.0,95.0,1.0,6.0,22.0,28.0,27.0,17.0,19.4,27.0,191.2,0.45,7.2,65.9,15.0,3.59,37.8
4069,15,NM,LAS CRUCES SOUTH DIALYSIS (FMC),5,1.0,1,FRESENIUS MEDICAL CARE,0,16,1,1,1,15.0,0.0,96.0,0.0,10.0,27.0,27.0,24.0,12.0,29.2,15.7,188.4,0.0,16.2,74.9,4.0,0.18,6.4
4070,9,KY,FMC - NA OF GRAYSON,2,1.0,1,FRESENIUS MEDICAL CARE,0,15,1,0,0,9.0,0.0,95.0,4.0,9.0,31.0,24.0,18.0,18.0,32.0,38.3,248.1,0.0,81.4,64.1,11.0,0.82,4.6
4071,9,KY,DCI - LEXINGTON,5,0.0,1,"DIALYSIS CLINIC, INC.",0,32,1,1,0,13.0,0.0,99.0,0.0,9.0,28.0,38.0,14.0,10.0,15.4,30.4,157.1,0.43,18.5,53.4,4.0,0.82,11.4
4072,4,PA,DCI MOUNT PLEASANT,4,0.0,1,"DIALYSIS CLINIC, INC.",0,13,1,1,0,14.0,0.0,97.0,1.0,11.0,27.0,23.0,22.0,17.0,22.0,28.1,229.3,1.0,4.6,74.2,11.0,0.82,13.3
4073,8,AL,"FRESENIUS KIDNEY CARE GADSDEN ACQ, LLC",3,1.0,1,FRESENIUS MEDICAL CARE,0,22,1,1,1,29.0,0.0,97.0,1.0,11.0,27.0,33.0,20.0,9.0,22.6,29.8,225.1,1.96,53.4,58.8,11.0,0.46,13.8
4074,15,NM,ALBUQUERQUE KIDNEY CENTER (FMC),4,1.0,1,FRESENIUS MEDICAL CARE,0,21,1,0,0,9.0,0.0,97.0,0.0,6.0,25.0,37.0,17.0,14.0,24.0,33.0,214.4,0.27,15.2,74.6,15.0,0.38,11.9
4075,12,KS,DAVITA LENEXA DIALYSIS,5,1.0,1,DAVITA,1,16,1,1,1,17.0,0.0,96.0,1.0,8.0,23.0,28.0,23.0,18.0,16.1,32.4,179.0,1.07,5.5,68.9,6.0,2.15,15.9
4076,9,IN,FMC - INDIANAPOLIS-NORTH,2,1.0,1,FRESENIUS MEDICAL CARE,1,25,1,1,1,21.0,0.0,98.0,2.0,9.0,21.0,28.0,29.0,13.0,21.9,28.0,213.2,0.49,27.9,45.8,23.0,1.34,21.8
4077,9,IN,FMC-INDIANAPOLIS NORTHEAST,5,0.0,1,FRESENIUS MEDICAL CARE,0,13,1,0,0,23.0,0.0,100.0,0.0,9.0,35.0,26.0,19.0,11.0,21.1,21.4,133.1,0.24,0.0,65.3,9.0,0.82,4.2
4078,4,PA,DAVITA BLOOMFIELD-PITTSBURGH DIALYSIS,4,1.0,1,DAVITA,0,24,1,1,0,17.0,0.0,99.0,0.0,4.0,24.0,39.0,18.0,15.0,19.5,30.9,171.1,0.24,29.3,68.0,18.0,2.3,31.4
4079,4,PA,DAVITA CHELTENHAM DIALYSIS,3,1.0,1,DAVITA,0,21,1,1,0,11.0,0.0,97.0,2.0,6.0,23.0,33.0,23.0,15.0,27.7,35.0,208.7,0.42,10.9,64.5,7.0,0.83,43.4
4080,3,PR,ATLANTIS RENAL CENTRE OF MAYAGUEZ,1,1.0,1,ATLANTIS HEALTHCARE GROUP,0,31,1,1,0,5.0,0.0,99.0,1.0,7.0,29.0,33.0,25.0,6.0,35.9,39.2,359.8,0.06,60.9,46.0,30.0,0.41,5.6
4081,3,NJ,FKC BOARDWALK,4,1.0,1,FRESENIUS MEDICAL CARE,0,12,1,0,0,25.0,0.0,98.0,3.0,9.0,26.0,30.0,25.0,9.0,14.3,11.8,115.3,0.62,25.8,48.5,7.0,0.82,15.7
4082,6,GA,FRESENIUS MEDICAL CARE HEPHZIBAH,5,1.0,1,FRESENIUS MEDICAL CARE,0,11,1,0,0,11.0,0.0,98.0,1.0,10.0,26.0,25.0,28.0,10.0,21.9,16.8,133.8,0.26,3.6,55.9,8.0,0.0,29.3
4083,10,IL,DAVITA DANVILLE HOME TRAINING,4,1.0,1,DAVITA,0,0,0,1,1,18.0,0.0,98.0,1.0,8.0,28.0,33.0,22.0,10.0,34.3,42.0,272.6,0.51,16.7,63.3,12.0,0.82,27.4
4084,10,IL,DAVITA STONY CREEK DIALYSIS,2,1.0,1,DAVITA,0,16,1,0,0,8.0,3.0,99.0,5.0,4.0,26.0,36.0,19.0,16.0,20.6,37.0,177.5,0.48,3.6,45.2,23.0,0.82,20.3
4085,11,MN,FMC MORA DIALYSIS CENTER,5,1.0,1,FRESENIUS MEDICAL CARE,0,11,1,0,0,11.0,0.0,98.0,0.0,4.0,23.0,27.0,29.0,17.0,22.1,15.9,156.6,0.99,10.4,76.9,5.0,0.82,12.8
4086,6,NC,DAVITA WAKE FOREST DIALYSIS CENTER,5,1.0,1,DAVITA,0,22,1,1,1,8.0,0.0,99.0,0.0,8.0,25.0,31.0,21.0,14.0,16.2,29.8,154.2,0.44,9.7,63.6,7.0,0.82,22.5
4087,13,AR,FMCNA - FAULKNER COUNTY,4,1.0,1,FRESENIUS MEDICAL CARE,0,10,1,0,0,33.0,0.0,99.0,0.0,8.0,16.0,24.0,29.0,22.0,48.5,26.4,185.0,0.0,35.2,60.3,5.0,0.82,0.6
4088,10,IL,DAVITA NORTHSIDE HOME TRAINING,2,1.0,1,DAVITA,0,0,0,1,0,5.0,0.0,98.0,7.0,5.0,23.0,27.0,29.0,15.0,29.7,22.5,163.8,0.51,11.1,63.3,12.0,0.46,30.7
4089,15,NV,DAVITA DESERT SPRINGS DIALYSIS,5,1.0,1,DAVITA,0,18,1,0,0,8.0,0.0,99.0,1.0,4.0,19.0,38.0,20.0,19.0,24.5,22.2,181.5,0.0,30.1,62.4,5.0,0.15,3.8
4090,15,NM,RED ROCKS DIALYSIS- GALLUP,5,0.0,1,RED ROCKS DIALYSIS LLC,0,37,1,1,0,14.0,0.0,96.0,1.0,15.0,29.0,29.0,15.0,11.0,17.1,24.2,99.2,0.31,5.8,69.8,13.0,0.0,10.7
4091,7,FL,FMC - YBOR CITY,3,1.0,1,FRESENIUS MEDICAL CARE,0,17,1,0,0,17.0,0.0,96.0,1.0,11.0,23.0,25.0,25.0,15.0,19.0,30.7,231.8,0.66,10.5,57.5,21.0,0.3,8.1
4092,4,PA,DAVITA CALLOWHILL DIALYSIS CENTER,4,1.0,1,DAVITA,1,20,1,0,0,18.0,0.0,98.0,3.0,5.0,21.0,31.0,24.0,19.0,15.9,38.0,209.7,0.65,3.7,57.4,11.0,2.44,32.1
4093,17,CA,MONTEREY PENINSULA DIALYSIS,3,1.0,1,INNOVATIVE DIALYSIS SYSTEMS,0,18,1,1,0,20.0,0.0,90.0,2.0,12.0,25.0,31.0,19.0,13.0,18.6,38.5,202.6,0.0,29.9,72.9,8.0,2.42,54.5
4094,17,CA,DAVITA OAKLAND DIALYSIS,3,1.0,1,DAVITA,1,40,1,1,0,8.0,0.0,98.0,1.0,7.0,27.0,37.0,16.0,14.0,21.3,34.1,189.2,0.58,20.9,55.8,11.0,1.03,37.7
4095,6,NC,DAVITA DIALYSIS CARE OF MOORE COUNTY,4,1.0,1,DAVITA,0,25,1,1,1,20.0,0.0,100.0,0.0,8.0,23.0,34.0,22.0,14.0,22.7,33.1,179.9,0.66,10.1,64.4,9.0,1.59,22.3
4096,2,NY,DAVITA ALLERTON DIALYSIS,4,1.0,1,DAVITA,0,25,1,0,0,18.0,0.0,98.0,1.0,7.0,24.0,31.0,22.0,14.0,21.75,27.0,185.0,0.51,16.7,63.3,12.0,0.82,16.1
4097,10,IL,DAVITA SOUTH HOLLAND RENAL CENTER,3,1.0,1,DAVITA,0,24,1,0,0,25.0,0.0,99.0,4.0,8.0,21.0,32.0,23.0,15.0,20.0,30.5,211.3,0.0,15.9,54.7,15.0,0.79,18.4
4098,9,KY,FMC - CALDWELL COUNTY DIALYSIS,5,1.0,1,FRESENIUS MEDICAL CARE,0,16,1,0,0,8.0,0.0,99.0,0.0,7.0,25.0,30.0,23.0,15.0,24.4,22.4,174.1,0.0,7.0,70.5,11.0,0.82,23.0
4099,6,GA,DAVITA SUMTER COUNTY DIALYSIS,5,1.0,1,DAVITA,0,12,1,0,0,18.0,0.0,98.0,0.0,5.0,20.0,34.0,20.0,21.0,23.1,16.5,110.2,0.42,0.0,51.5,7.0,0.82,13.9
4100,4,PA,FRESENIUS KIDNEY CARE STROUDSBURG,3,1.0,1,FRESENIUS MEDICAL CARE,0,14,1,1,1,24.0,0.0,98.0,0.0,8.0,22.0,28.0,24.0,19.0,14.4,27.7,221.1,0.43,38.5,58.4,15.0,0.88,25.9
4101,5,MD,DAVITA KIDNEY HOME CENTER PD,2,1.0,1,DAVITA,0,21,1,1,1,42.0,0.0,71.0,6.0,4.0,18.0,25.0,27.0,26.0,22.8,25.6,146.5,0.51,20.7,54.9,20.0,1.67,38.9
4102,13,LA,FMCNA - MONROE,4,1.0,1,FRESENIUS MEDICAL CARE,0,16,1,0,0,15.0,0.0,99.0,2.0,14.0,30.0,37.0,14.0,5.0,17.0,33.4,164.6,0.49,5.6,59.0,14.0,0.82,6.9
4103,7,FL,TREASURE COAST KIDNEY CENTER NORTH,4,1.0,1,FRESENIUS MEDICAL CARE,1,27,1,1,1,22.0,0.0,95.0,1.0,10.0,24.0,24.0,27.0,15.0,20.9,33.1,190.3,0.0,30.1,68.2,7.0,0.75,12.6
4104,13,LA,FMCNA - NORTH HOUMA DIALYSIS,4,1.0,1,FRESENIUS MEDICAL CARE,0,17,1,1,1,25.0,0.0,99.0,1.0,12.0,34.0,32.0,16.0,7.0,24.1,35.9,178.8,1.16,55.1,66.8,10.0,0.26,22.1
4105,1,ME,DAVITA BOYD DIALYSIS,4,1.0,1,DAVITA,0,20,1,1,1,25.0,0.0,98.0,2.0,6.0,22.0,34.0,22.0,16.0,19.5,28.5,161.1,0.48,1.2,63.6,16.0,0.81,12.5
4106,15,NM,CLOVIS HIGH PLAINS,4,1.0,1,FRESENIUS MEDICAL CARE,0,15,1,0,0,14.0,0.0,99.0,4.0,7.0,31.0,33.0,20.0,9.0,20.4,25.0,153.6,0.78,4.8,61.1,16.0,0.82,12.0
4107,11,MI,BAY AREA REG DIALYSIS-ESSEXVILLE,4,1.0,1,FRESENIUS MEDICAL CARE,0,24,1,1,1,16.0,0.0,99.0,0.0,11.0,22.0,27.0,26.0,14.0,25.1,28.9,240.5,0.62,36.7,59.9,7.0,0.82,16.2
4108,15,CO,KIDNEY CENTER OF FREDERICK,5,1.0,1,AMERICAN RENAL ASSOCIATES,0,12,1,1,1,18.0,0.0,99.0,0.0,2.0,27.0,37.0,27.0,8.0,21.7,12.0,185.8,2.45,16.7,89.1,5.0,0.82,35.7
4109,13,OK,DAVITA MIDWEST CITY DIALYSIS CENTER,5,1.0,1,DAVITA,1,16,1,0,0,10.0,0.0,99.0,2.0,7.0,22.0,33.0,20.0,18.0,20.4,13.2,155.0,1.09,4.7,64.5,7.0,0.84,6.6
4110,4,PA,DAVITA THORNDALE DIALYSIS,3,1.0,1,DAVITA,0,24,1,1,0,24.0,0.0,96.0,3.0,7.0,20.0,30.0,22.0,21.0,19.6,27.2,182.8,0.99,2.2,42.4,12.0,0.43,29.0
4111,3,NJ,DAVITA SUMMIT DIALYSIS,4,1.0,1,DAVITA,0,20,1,1,0,15.0,0.0,100.0,2.0,6.0,21.0,37.0,24.0,13.0,19.4,30.3,117.7,0.29,11.3,65.3,14.0,2.17,26.0
4112,10,IL,FOX VALLEY DIALYSIS LTD,5,1.0,0,INDEPENDENT,0,29,1,1,1,18.0,0.0,97.0,1.0,10.0,23.0,24.0,25.0,17.0,18.2,23.8,140.1,0.51,16.9,79.1,13.0,1.31,18.3
